"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"107","S. Andrabi","Nanoparticles with antioxidant enzymes protect injured spinal cord from neuronal cell apoptosis by attenuating mitochondrial dysfunction",2020,"Journal of Controlled Release",NA,"2021-01-12 09:58:54","Article","10.1016/j.jconrel.2019.12.001","0168-3659",317,NA,"adenosine","scopus"
"108","W. Rodemer","Role of axon resealing in retrograde neuronal death and regeneration after spinal cord injury",2019,"Neural Regeneration Research",NA,"2021-01-12 09:58:54","Review","10.4103/1673-5374.245330","1673-5374",14,NA,"adenosine","scopus"
"109","J. Turtle","Pain input after spinal cord injury (SCI) undermines long-term recovery and engages signal pathways that promote cell death",2018,"Frontiers in Systems Neuroscience",NA,"2021-01-12 09:58:54","Article","10.3389/fnsys.2018.00027","1662-5137",12,NA,"adenosine","scopus"
"110","T. Xia","The combination of db-cAMP and ChABC with poly(propylene carbonate) microfibers promote axonal regenerative sprouting and functional recovery after spinal cord hemisection injury",2017,"Biomedicine and Pharmacotherapy",NA,"2021-01-12 09:58:54","Article","10.1016/j.biopha.2016.12.045","0753-3322",86,NA,"adenosine","scopus"
"111","J.H. Jing","Improved differentiation of oligodendrocyte precursor cells and neurological function after spinal cord injury in rats by oscillating field stimulation",2015,"Neuroscience",NA,"2021-01-12 09:58:54","Article","10.1016/j.neuroscience.2015.07.017","0306-4522",303,NA,"adenosine","scopus"
"112","H. Fan","Quercetin prevents necroptosis of oligodendrocytes by inhibiting macrophages/microglia polarization to M1 phenotype after spinal cord injury in rats",2019,"Journal of Neuroinflammation",NA,"2021-01-12 09:58:54","Article","10.1186/s12974-019-1613-2","1742-2094",16,NA,"adenosine","scopus"
"113","J. Springer","Targeting the mitochondrial permeability transition pore in traumatic central nervous system injury",2018,"Neural Regeneration Research",NA,"2021-01-12 09:58:54","Review","10.4103/1673-5374.235218","1673-5374",13,NA,"adenosine","scopus"
"114","B. Li","Leptin suppresses adenosine triphosphate-induced impairment of spinal cord astrocytes",2016,"Journal of Neuroscience Research",NA,"2021-01-12 09:58:54","Article","10.1002/jnr.23795","0360-4012",94,NA,"adenosine","scopus"
"115","Z.G. Sun","Adenosine triphosphate promotes locomotor recovery after spinal cord injury by activating mammalian target of rapamycin pathway in rats",2013,"Neural Regeneration Research",NA,"2021-01-12 09:58:54","Article","10.3969/j.issn.1673-5374.2013.02.001","1673-5374",8,NA,"adenosine","scopus"
"116","N. Kasinathan","A review on response of immune system in spinal cord injury and therapeutic agents useful in treatment",2015,"Current Pharmaceutical Biotechnology",NA,"2021-01-12 09:58:54","Article","10.2174/1389201015666141031121338","1389-2010",16,NA,"adenosine","scopus"
"117","T. Lam","Potential role of oxidative stress on the prescription of rehabilitation interventions in spinal cord injury",2013,"Spinal Cord",NA,"2021-01-12 09:58:54","Review","10.1038/sc.2013.71","1362-4393",51,NA,"adenosine","scopus"
"118","K. Nantwi","Recovery of respiratory activity after C2 hemisection (C2HS): Involvement of adenosinergic mechanisms",2009,"Respiratory Physiology and Neurobiology",NA,"2021-01-12 09:58:54","Review","10.1016/j.resp.2009.07.014","1569-9048",169,NA,"adenosine","scopus"
"119","T. Genovese","Inhibition of tyrosine kinase-mediated cellular signalling by Tyrphostins AG126 and AG556 modulates secondary damage in experimental spinal cord trauma",2007,"Neuropharmacology",NA,"2021-01-12 09:58:54","Article","10.1016/j.neuropharm.2007.01.017","0028-3908",52,NA,"adenosine","scopus"
"120","C.R. Battistuzzo","Effects Of treadmill training on hindlimb muscles of spinal cord–injured mice",2017,"Muscle and Nerve",NA,"2021-01-12 09:58:54","Article","10.1002/mus.25211","0148-639X",55,NA,"adenosine","scopus"
"121","M. Hüttemann","Theophylline treatment improves mitochondrial function after upper cervical spinal cord hemisection",2010,"Experimental Neurology",NA,"2021-01-12 09:58:54","Article","10.1016/j.expneurol.2010.01.020","0014-4886",223,NA,"adenosine","scopus"
"122","T.B. Reece","Early adenosine receptor activation ameliorates spinal cord reperfusion injury",2008,"Journal of Cardiovascular Medicine",NA,"2021-01-12 09:58:54","Article","10.2459/JCM.0b013e3282eee836","1558-2027",9,NA,"adenosine","scopus"
"123","K. Nantwi","Adenosine A<inf>1</inf> receptor mRNA expression and the effects of systemic theophylline administration on respiratory function 4 months after C2 hemisection",2003,"Journal of Spinal Cord Medicine",NA,"2021-01-12 09:58:54","Article","10.1080/10790268.2003.11753707","1079-0268",26,NA,"adenosine","scopus"
"124","K. Muir","Therapeutic potential of magnesium in the treatment of acute stroke",2000,"Journal of Stroke and Cerebrovascular Diseases",NA,"2021-01-12 09:58:54","Article","10.1053/jscd.2000.20669","1052-3057",9,NA,"adenosine","scopus"
"125","B.J. Dougherty","Daily acute intermittent hypoxia improves breathing function with acute and chronic spinal injury via distinct mechanisms",2018,"Respiratory Physiology and Neurobiology",NA,"2021-01-12 09:58:54","Article","10.1016/j.resp.2017.05.004","1569-9048",256,NA,"adenosine","scopus"
"126","X. Wang","Inhibition of poly-ADP-ribosylation fails to increase axonal regeneration or improve functional recovery after adult mammalian CNS injury",2016,"eNeuro",NA,"2021-01-12 09:58:54","Article","10.1523/ENEURO.0270-16.2016","2373-2822",3,NA,"adenosine","scopus"
"127","R. Gao","Exogenous Neuritin Promotes Nerve Regeneration after Acute Spinal Cord Injury in Rats",2016,"Human Gene Therapy",NA,"2021-01-12 09:58:54","Article","10.1089/hum.2015.159","1043-0342",27,NA,"adenosine","scopus"
"128","D. Wei","Inhibiting cortical protein kinase A in spinal cord injured rats enhances efficacy of rehabilitative training",2016,"Experimental Neurology",NA,"2021-01-12 09:58:54","Article","10.1016/j.expneurol.2016.07.001","0014-4886",283,NA,"adenosine","scopus"
"129","T. Genovese","Efficacy of treatment with verbascoside, biotechnologically produced by Syringa vulgaris plant cell cultures in an experimental mice model of spinal cord trauma",2010,"Naunyn-Schmiedeberg's Archives of Pharmacology",NA,"2021-01-12 09:58:54","Article","10.1007/s00210-010-0537-2","0028-1298",382,NA,"adenosine","scopus"
"130","J. Hu","RhoA as a target to promote neuronal survival and axon regeneration",2017,"Neural Regeneration Research",NA,"2021-01-12 09:58:54","Review","10.4103/1673-5374.205080","1673-5374",12,NA,"adenosine","scopus"
"131","J. Liu","Electro-acupuncture-modulated miR-214 prevents neuronal apoptosis by targeting Bax and inhibits sodium channel Nav1.3 expression in rats after spinal cord injury",2017,"Biomedicine and Pharmacotherapy",NA,"2021-01-12 09:58:54","Article","10.1016/j.biopha.2017.02.077","0753-3322",89,NA,"adenosine","scopus"
"132","P. Warren","The challenges of respiratory motor system recovery following cervical spinal cord injury",2014,"Progress in Brain Research",NA,"2021-01-12 09:58:54","Chapter","10.1016/B978-0-444-63488-7.00010-0","0079-6123",212,NA,"adenosine","scopus"
"133","E. James","Involvement of peripheral adenosine A<inf>2</inf> receptors in adenosine A<inf>1</inf> receptor-mediated recovery of respiratory motor function after upper cervical spinal cord hemisection",2006,"Journal of Spinal Cord Medicine",NA,"2021-01-12 09:58:54","Article","10.1080/10790268.2006.11753857","1079-0268",29,NA,"adenosine","scopus"
"134","A. Çolak","Neuroprotective effects of GYKI 52466 on experimental spinal cord injury in rats",2003,"Journal of Neurosurgery",NA,"2021-01-12 09:58:54","Article","10.3171/spi.2003.98.3.0275","0022-3085",98,NA,"adenosine","scopus"
"135","D. Durozard","Metabolism of rat skeletal muscle after spinal cord transection",2000,"Muscle and Nerve",NA,"2021-01-12 09:58:54","Article","10.1002/1097-4598(200010)23:10<1561::AID-MUS13>3.0.CO;2-X","0148-639X",23,NA,"adenosine","scopus"
"136","I. Just","Therapeutic effects of Clostridium botulinum C3 exoenzyme",2011,"Naunyn-Schmiedeberg's Archives of Pharmacology",NA,"2021-01-12 09:58:54","Review","10.1007/s00210-010-0589-3","0028-1298",383,NA,"adenosine","scopus"
"137","Z. Zhou","HSV-mediated transfer of artemin overcomes myelin inhibition to improve outcome after spinal cord injury",2009,"Molecular Therapy",NA,"2021-01-12 09:58:54","Article","10.1038/mt.2009.52","1525-0016",17,NA,"adenosine","scopus"
"138","H. Bae","Recovery of respiratory function following C2 hemi and carotid body denervation in adult rats: Influence of peripheral adenosine receptors",2005,"Experimental Neurology",NA,"2021-01-12 09:58:54","Article","10.1016/j.expneurol.2004.09.007","0014-4886",191,NA,"adenosine","scopus"
"139","P. Wang","Resveratrol ameliorates autophagic flux to promote functional recovery in rats after spinal cord injury",2018,"Oncotarget",NA,"2021-01-12 09:58:54","Article","10.18632/oncotarget.23877","1949-2553",9,NA,"adenosine","scopus"
"140","L. Li","Prohibitin 1 gene delivery promotes functional recovery in rats with spinal cord injury",2015,"Neuroscience",NA,"2021-01-12 09:58:54","Article","10.1016/j.neuroscience.2014.11.037","0306-4522",286,NA,"adenosine","scopus"
"141","K. Fouad","Dose and chemical modification considerations for continuous cyclic AMP analog delivery to the injured CNS.",2009,"Journal of neurotrauma",NA,"2021-01-12 09:58:54","Article","10.1089/neu.2008.0730","1557-9042",26,NA,"adenosine","scopus"
"142","H. Li","Mitochondrial transfer from bone marrow mesenchymal stem cells to motor neurons in spinal cord injury rats via gap junction",2019,"Theranostics",NA,"2021-01-12 09:58:54","Article","10.7150/thno.29400","1838-7640",9,NA,"adenosine","scopus"
"143","S. Ito","Repeated Administration of Duloxetine Suppresses Neuropathic Pain by Accumulating Effects of Noradrenaline in the Spinal Cord",2018,"Anesthesia and Analgesia",NA,"2021-01-12 09:58:54","Article","10.1213/ANE.0000000000002380","0003-2999",126,NA,"adenosine","scopus"
"144","M.B. Sengupta","CSF proteomics of secondary phase spinal cord injury in human subjects: Perturbed molecular pathways post injury",2014,"PLoS ONE",NA,"2021-01-12 09:58:54","Article","10.1371/journal.pone.0110885","1932-6203",9,NA,"adenosine","scopus"
"145","T. Xia","Sustained delivery of dbcAMP by poly(propylene carbonate) micron fibers promotes axonal regenerative sprouting and functional recovery after spinal cord hemisection",2013,"Brain Research",NA,"2021-01-12 09:58:54","Article","10.1016/j.brainres.2013.09.027","0006-8993",1538,NA,"adenosine","scopus"
"146","K.D. Nantwi","Adenosinergic mechanisms underlying recovery of diaphragm motor function following upper cervical spinal cord injury: Potential therapeutic implications",2005,"Neurological Research",NA,"2021-01-12 09:58:54","Review","10.1179/016164105X21977","0161-6412",27,NA,"adenosine","scopus"
"147","C.S. Isbir","Ischemic preconditioning and nicotinamide in spinal cord protection in an experimental model of transient aortic occlusion",2003,"European Journal of Cardio-thoracic Surgery",NA,"2021-01-12 09:58:54","Article","10.1016/S1010-7940(03)00110-6","1010-7940",23,NA,"adenosine","scopus"
"148","S. Xu","Ecto-5'-nucleotidase (CD73) attenuates inflammation after spinal cord injury by promoting macrophages/microglia M2 polarization in mice",2018,"Journal of Neuroinflammation",NA,"2021-01-12 09:58:54","Article","10.1186/s12974-018-1183-8","1742-2094",15,NA,"adenosine","scopus"
"149","S. Kajana","Spinal activation of the cAMP-PKA pathway induces respiratory motor recovery following high cervical spinal cord injury",2008,"Brain Research",NA,"2021-01-12 09:58:54","Article","10.1016/j.brainres.2008.07.012","0006-8993",1232,NA,"adenosine","scopus"
"150","A. Navarrete-Opazo","Enhanced recovery of breathing capacity from combined adenosine 2A receptor inhibition and daily acute intermittent hypoxia after chronic cervical spinal injury",2017,"Experimental Neurology",NA,"2021-01-12 09:58:54","Article","10.1016/j.expneurol.2016.03.026","0014-4886",287,NA,"adenosine","scopus"
"151","T. Wang","miR-142-3p is a potential therapeutic target for sensory function recovery of spinal cord injury",2015,"Medical Science Monitor",NA,"2021-01-12 09:58:54","Article","10.12659/MSM.894098","1234-1010",21,NA,"adenosine","scopus"
"152","D. Kim","Inosine enhances axon sprouting and motor recovery after spinal cord injury",2013,"PLoS ONE",NA,"2021-01-12 09:58:54","Article","10.1371/journal.pone.0081948","1932-6203",8,NA,"adenosine","scopus"
"153","E. Esposito","Olprinone attenuates the acute inflammatory response and apoptosis after spinal cord trauma in mice",2010,"PLoS ONE",NA,"2021-01-12 09:58:54","Article","10.1371/journal.pone.0012170","1932-6203",5,NA,"adenosine","scopus"
"154","C. Maier","The selective poly(ADP)ribose-polymerase 1 inhibitor INO1001 reduces spinal cord injury during porcine aortic cross-clamping-induced ischemia/reperfusion injury",2007,"Intensive Care Medicine",NA,"2021-01-12 09:58:54","Article","10.1007/s00134-007-0585-3","0342-4642",33,NA,"adenosine","scopus"
"155","G. Basura","Theophylline-induced respiratory recovery following cervical spinal cord hemisection is augmented by serotonin 2 receptor stimulation",2002,"Brain Research",NA,"2021-01-12 09:58:54","Article","10.1016/S0006-8993(02)03097-4","0006-8993",956,NA,"adenosine","scopus"
"156","L. Huang","Astrocyte signaling in the neurovascular unit after central nervous system injury",2019,"International Journal of Molecular Sciences",NA,"2021-01-12 09:58:54","Review","10.3390/ijms20020282","1661-6596",20,NA,"adenosine","scopus"
"157","R. Gómez-Villafuertes","Purinergic receptors in spinal cord-derived ependymal stem/progenitor cells and their potential role in cell-based therapy for spinal cord injury",2015,"Cell Transplantation",NA,"2021-01-12 09:58:54","Article","10.3727/096368914X682828","0963-6897",24,NA,"adenosine","scopus"
"158","R. Muramatsu","Intrinsic regenerative mechanisms of central nervous system neurons",2009,"BioScience Trends",NA,"2021-01-12 09:58:54","Review","","1881-7815",3,NA,"adenosine","scopus"
"159","S. Kajana","Systemic administration of rolipram increases medullary and spinal cAMP and activates a latent respiratory motor pathway after high cervical spinal cord injury",2009,"Journal of Spinal Cord Medicine",NA,"2021-01-12 09:58:54","Article","10.1080/10790268.2009.11760769","1079-0268",32,NA,"adenosine","scopus"
"160","V. Danielisová","Comparative effects of the N-methyl-D-aspartate antagonist MK-801 and the calcium channel blocker KB-2796 on neurologic and metabolic recovery after spinal cord ischemia",1998,"Experimental Neurology",NA,"2021-01-12 09:58:54","Article","10.1006/exnr.1997.6680","0014-4886",149,NA,"adenosine","scopus"
"161","F.J. Rodríguez-Jiménez","FM19G11 favors spinal cord injury regeneration and stem cell self-renewal by mitochondrial uncoupling and glucose metabolism induction",2012,"Stem Cells",NA,"2021-01-12 09:58:54","Article","10.1002/stem.1189","1066-5099",30,NA,"adenosine","scopus"
"162","Y. Liu","Ca<sup>2+</sup>-dependent reduction of glutamate aspartate transporter GLAST expression in astrocytes by P2X<inf>7</inf> receptor-mediated phosphoinositide 3-kinase signaling",2010,"Journal of Neurochemistry",NA,"2021-01-12 09:58:54","Article","10.1111/j.1471-4159.2010.06589.x","0022-3042",113,NA,"adenosine","scopus"
"163","S.K. Kang","Cytoplasmic extracts from adipose tissue stromal cells alleviates secondary damage by modulating apoptosis and promotes functional recovery following spinal cord injury",2007,"Brain Pathology",NA,"2021-01-12 09:58:54","Article","10.1111/j.1750-3639.2007.00070.x","1015-6305",17,NA,"adenosine","scopus"
"164","R.S. Tonkin","Gap junction proteins and their role in spinal cord injury",2015,"Frontiers in Molecular Neuroscience",NA,"2021-01-12 09:58:54","Article","10.3389/fnmol.2014.00102","1662-5099",7,NA,"adenosine","scopus"
"165","G. Flora","Combining neurotrophin-transduced Schwann cells and rolipram to promote functional recovery from subacute spinal cord injury",2013,"Cell Transplantation",NA,"2021-01-12 09:58:54","Article","10.3727/096368912X658872","0963-6897",22,NA,"adenosine","scopus"
